username,datetime,tweet,cleaned_tweet,target,tweet_compound,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,second/thirdperson,firstperson,sadness/loneliness,suicidal,primarysupport,troubleconcentrate,worthlessness/guilt,housing,disturbedsleep,occupational,fatigue/lossenergy,weight/appetite,agitation/retardation,topic
noaaraiza,16/12/2021 14:26,i keep listening to lanas song &amp; get star struck every time bc i am just so SO proud of her. shes really out here manifesting her dream into reality. i know in the depths of my soul shes gonna be a fuckin superstar. just cant wait to get to witness it all,i keep listen lanas song get star strike every time i proud her she really manifest her dream reality i know depth my soul she go fuckin superstar not wait get witness it,normal,0.6602,0,0.052631579,0.210526316,0.263157895,0,0.210526316,0.105263158,0,0,0.157894737,5,4,0,0,0,0,0,0,0,0,0,0,0,7
senoritajosie,16/12/2021 14:26,That I kind of meant I found out Ashley had been talking to people I knew back home making an ass out of herself trying to fit in.  Not all Californian's are like Cassie where they befriend the natives to attract the white men who think it's neat looking.,i kind meant i find ashley talk people i know back home make herself try fit not californian like cassie they befriend native attract white men think it neat look,normal,0.7184,0,0,0.090909091,0.272727273,0,0.363636364,0,0,0,0.272727273,3,3,0,0,0,0,0,0,0,0,0,0,0,7
0xmetasonic,16/12/2021 14:26,"U0UJ042JIEWFIS, Yes -  just YES. YES all the time!",yes yes yes time,normal,0.8707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
dejahmoneas,16/12/2021 14:26,People think women spread rumors nah it be the MEN tooted up pillow talking,people think woman spread rumor nah it men toot pillow talk,normal,-0.1027,0,0,0,0,0,0.5,0.25,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
blade_storm1,16/12/2021 14:26,@Majeek15 @thefilmdrunk lol clearly you have not seen any of the movies to think he gives the best performance this year.,laugh clearly you not see movie think he give best performance year,normal,0.8658,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,4
vervthevaryag,16/12/2021 14:26,These are things negatively impacted by their fanbase - in order of severity:   - Ireland  - Craft beers - Existentialism - Monty Python - Anime,thing negatively impact their fanbase order severity ireland craft beer existentialism monty python anime,normal,0,0,0,0,0,0,0.666666667,0,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1
chunziangzhu,16/12/2021 14:26,@DivineWolves_ Great art. Can't wait to join the winning team!,great art not wait join winning team,normal,0.7848,0,0,0.1875,0.125,0.125,0.1875,0.0625,0.125,0.0625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,3
mcuquotesbot,16/12/2021 14:26,"For your consideration, the Jericho.",your consideration jericho,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
princess_aderin,16/12/2021 14:26,@LundiCharms I just my sis this. The FUNNIEST sh*t Ive seen. Lmaoooooo,i my si funny sh i see laugh,normal,0.6523,0,0,0,0,0.333333333,0.333333333,0,0,0,0.333333333,0,3,0,0,0,0,0,0,0,0,0,0,0,9
afis8,16/12/2021 14:26,I'm the dork who thinks of rolls of film. And where my dad kept his change ?????,i dork think roll film my dad keep his change,normal,-0.5204,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4
waterhead_reek,16/12/2021 14:26,@KillaKeeyaa Lol well the day you decide Ill be the first to subscribe ??,laugh well day you decide ill first subscribe,normal,0.3527,0.111111111,0.111111111,0.111111111,0,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,9
selfaholic1,16/12/2021 14:26,@Cattitude7708 @hausofitachi valid... but the same is true for Itachi ??,valid true itachi,normal,0.6199,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,7
kddmediacompany,16/12/2021 14:26,@20TIMinutes May the force be with you. Always  https://t.co/QLgSPVcUxW,may force you always,normal,0,0.333333333,0.333333333,0,0,0,0,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
lenmaer,16/12/2021 14:26,"@HeavyGrenadier To the bus driver, tho?",bus driver though,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
tedthedead,16/12/2021 14:26,"Simply nothing going on up top. Not a single introspective, self-reflective thought to be had. None of the wheels are turning and it must be heaven.",simply nothing go top not single introspective self reflective thought none wheel turn it must heaven,normal,0.6249,0,0,0.5,0.25,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
fendihao,16/12/2021 14:26,i mean yall can not like this seasons episodes but lets not act like 2020 did not have some duds too. yall just view the entire season more positively because of how much it blew up in popularity,i mean you not like season episodes let us not act like not dud you view entire season positively much it blow popularity,normal,0.7888,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3
sphecidwasp,16/12/2021 14:26,Theres a difference between good Christmas songs and Christmas songs that make me feel like Im sitting on the living room floor of my old house hearing them play from the record player,difference good christmas song christmas song make me feel like i sit living room floor my old house hear them play record player,normal,0.7783,0,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.166666667,1,3,0,0,0,0,0,0,0,0,0,0,0,7
elephantbot,16/12/2021 14:26,I was burned by the cold kiss of a vampire I was bit by the whisper of a soft liar Any good friend of yours is a good friend of mine,i burn cold kiss vampire i bite whisper soft liar good friend yours good friend mine,normal,0.8934,0.035714286,0.035714286,0.107142857,0.142857143,0.107142857,0.178571429,0.142857143,0,0.071428571,0.178571429,1,3,0,0,0,0,0,0,0,0,0,0,0,6
yslbrandon__,16/12/2021 14:26,the vessel the mind the soul you find 3  you understand or you question,vessel mind soul you find you understand you question,normal,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9
harvplaydirty,16/12/2021 14:26,Josh Lambo .. for the win .. its good. Bye bye Urban. #Jaguars,josh lambo win its good bye bye urban,normal,0.7717,0,0,0.428571429,0.142857143,0.142857143,0.142857143,0,0,0,0.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,5
luvkeoghan,16/12/2021 14:26,the flavours are melting on my tongue,flavour melt my tongue,normal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
sweetbeibiyaass,16/12/2021 14:26,boyfriend paying for everything at target and me scanning the receipts for the rewards ??,boyfriend pay everything target me scan receipt reward,normal,0.5362,0,0,0.222222222,0.222222222,0.111111111,0.222222222,0,0,0,0.222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lunga_ngwenya,16/12/2021 14:26,"@Deregtz @little_things_o @miru_lh44 @Max33Verstappen ""Was better than Hamilton most of the season""  Level on points going into the final race, so... ????",good hamilton season level point go final race,normal,0.594,0,0,0.142857143,0.285714286,0.142857143,0.285714286,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,3
rsnneprkk,16/12/2021 14:26,no bc we've never had any proper interactions between the girls and men. so this is why the tl is in shambles ??  SNOWDROP PRESSCON #ActressJISOOdebut  https://t.co/63YRRu7BLu,no we never proper interaction girl men tl shamble snowdrop presscon,normal,-0.3736,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
esc_bot_,16/12/2021 14:26,"In a controversial interview, Molly Sterling was asked about the artist from Malta. They refused to respond, instead saying, Let's talk about Anna Bergendahl! #dontgettoopolitical",controversial interview molly sterling ask artist malta they refuse respond instead say let us talk anna bergendahl,normal,-0.5093,0,0.2,0.1,0.1,0,0.2,0.3,0,0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
redblackattack,16/12/2021 14:26,"@aznpopsical @SethPartnow Osman had everything go wrong for him last yr. Pressing all season, being used more at the 4 when he's better at the 3, playing with funky lineups not suited for his skillset, etc. He looked horrible at times. This yr? Back to the player I thought he was in 2018. Love him.",osman everything go wrong him last yr press season use he well playing funky lineup not suit his skillset etc he look horrible time yr back player i think he love him,normal,0.2263,0.111111111,0.111111111,0.111111111,0,0,0.111111111,0.333333333,0,0.111111111,0.111111111,6,1,0,0,0,0,0,0,0,0,0,0,0,2
mid21id,16/12/2021 14:26,"Best project, this project is very good and this projector has a lot of attractions, so hopefully the project will be better in the future and the cryptocurrency will be the best. #solana #Leon #chemeleon @dhiikakusuma   @gings   @elth125   @Mid20id   @dhiikakusuma1",best project project good projector lot attraction hopefully project well future cryptocurrency best,normal,0.9674,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,3
parathachai,16/12/2021 14:26,@Lastlifetobe @adireiki @DandiSwami @svaamishreeh He says he is someone from the Shankaracharya mutt. I got it when saw again,he say he someone shankaracharya mutt i get it saw,normal,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6
monbergjesper,16/12/2021 14:26,"@Bethan_Jones89 @Gezzyprice On danish TV The commentatores were very sad about it, they called it at shame for The dartsportsAnd i agree.",danish tv commentatores sad it they call it shame dartsportsand i agree,normal,-0.6115,0.2,0,0,0,0,0.2,0.2,0.2,0.2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,4
rnfrzn,16/12/2021 14:26,Read all the replies. Animals are awesome,read reply animal awesome,normal,0.6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
skriglurain,16/12/2021 14:26,"@hydrothemc @TerrillCharming Same with me and Wisconsin lol have we all forgotten the Kyle Rittenhouse case that quickly? That was here bruh, 30 minutes from my house.",me wisconsin laugh we forget kyle rittenhouse case quickly brother minute my house,normal,0.2263,0.111111111,0,0,0.111111111,0.111111111,0.222222222,0.222222222,0.111111111,0,0.111111111,0,3,0,0,0,0,0,0,0,0,0,0,0,6
kpdanielle1,16/12/2021 14:26,"@OfficiallyRichi @strummaster42 @ArtisticBlower I think thats the point, and we still dont know what will happen long term. They want us to be shackled to the boost*** for life, with no strength to resist. I hope the numbers are wrong and theres way more people who realized this scam, than theyre admitting",i think point we still not know happen long term they want us shackle boost life no strength resist i hope number wrong way people realize scam they admit,normal,-0.5065,0.058823529,0.058823529,0.235294118,0.117647059,0.058823529,0.117647059,0.176470588,0.058823529,0.058823529,0.058823529,2,4,0,0,0,0,0,0,0,0,0,0,0,9
itssamyow,16/12/2021 14:26,tyl for the safe flight!??,tyl safe flight,normal,0.5502,0,0,0,0.333333333,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3
rustyroad,16/12/2021 14:26,@GailAlfarATX @cnunezimages @elonmusk @SpaceX @SpaceIntellige3 Very cool pics....documenting the work of history,cool pic document work history,normal,0.3804,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
thetopviking,16/12/2021 14:26,@HoodieXF Ant is literally the next mj/Kobe,ant literally next mj kobe,normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
misscarlyjaye,16/12/2021 14:26,You likely dont agree w/every decision made in the #nfl but WOW did this sport get it right to rid itself of #urbanmeyer!! #bye,you likely not agree every decision make wow sport get it right rid itself,normal,0.8089,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
llanr0g,16/12/2021 14:26,@ant_iuculano @SkySportsF1 Not what he said last year though m the regulations are clear sand he didn't follow them.  https://t.co/xXnqLduXQS,not he say last year though regulation clear sand he not follow them,normal,0.3818,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7
jinzonft,16/12/2021 14:26,"@eerieum1 @Metaverse_HQ @classicmitchup @JJangBang429 @Poopaloop_NFT Your dad is great! And so are you :) keep up with the art, your future is bright @eerieum1!",your dad great you smiley keep art your future bright,normal,0.8967,0,0,0.2,0,0.2,0.2,0,0.2,0,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,4
luckyraj208,16/12/2021 14:26,@sosyalyatirimcl @StarMonGame Speak knowingly. It is the best project,speak knowingly it best project,normal,0.6369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
sprig_writes,16/12/2021 14:26,"Still working on edits for The Book Order That Will Never End, but I took some time off from articles next week. Might actually make some meaningful headway with my books, and, yknow, I wanna finish up my gay holiday fanfic before Christmas",still work edits book order never end i take time article next week might actually make meaningful headway my book yknow i want finish my gay holiday fanfic christmas,normal,0.7579,0,0,0.4,0,0,0.4,0,0,0,0.2,0,4,0,0,0,0,0,0,0,0,0,0,0,4
latudagirl,16/12/2021 14:26,i love the sound of your joy and laughter but its loud,i love sound your joy laughter its loud,normal,0.7269,0,0,0.125,0,0.125,0.375,0,0,0,0.375,2,1,0,0,0,0,0,0,0,0,0,0,0,7
mitchellchetski,16/12/2021 14:26,@WorldWideWob Haha fun fact: Rudy wasnt the reason Jazz lost! if thats what youre alluding too,haha fun fact rudy not reason jazz lose you allude,normal,0.6476,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.181818182,0.090909091,0.090909091,0.090909091,0.090909091,1,0,1,0,0,0,0,0,0,0,0,0,0,9
_jackfranco,16/12/2021 14:26,@coopercooperco He doesnt wanna have to go the Irishman route and I respect him for that,he not want go irishman route i respect him,normal,0.4767,0,0,0.25,0.25,0,0.25,0,0,0,0.25,2,1,0,0,0,0,0,0,0,0,0,0,0,3
arkanianshenron,16/12/2021 14:26,"Looks like our sense-data, and, probably, with ourselves. Instead of the beliefs to other things, and.",look like our sense data probably ourselves instead belief thing,normal,0.3612,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9
knightofthe21st,16/12/2021 14:26,"@isa_alcantara Poor Jennifer, and poor Cat. Ouch! Hope she got that scratch taken care of. Don't want to get cat scratch fever! Bless her heart",poor jennifer poor cat ouch hope she get scratch take care not want get cat scratch fever bless her heart,normal,0.47,0.1,0,0.2,0.2,0.1,0.2,0,0,0,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,9
zaza0040,16/12/2021 14:26,"@SkyNews The study proves one thing: ""researchers"" are actually dumber than the general population.",study prove one thing researcher actually dumber general population,normal,-0.3612,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
phil_vik,16/12/2021 14:26,@gomachan_jb23 What's the size of your lift.,size your lift,normal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
orobasgacinovic,16/12/2021 14:26,"@DegenerateThing It's probably lower than 1, that's one of the ultimate red flags.",it probably low one ultimate red flag,normal,-0.296,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
ucewaynee,16/12/2021 14:26,"Nice. Just remember to keep that neutral spine, and engage the core muscles during the initial movement. Breathe and slow down on the negative motions.",nice remember keep neutral spine engage core muscle initial movement breathe slow negative motion,normal,0.128,0,0.111111111,0.222222222,0.111111111,0,0.222222222,0.222222222,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mreveready11,16/12/2021 14:26,@Njeri445 @MainChiq4 Thank the LORD for HIS. Great Miracles??,thank lord his great miracle,normal,0.7882,0,0,0.111111111,0.222222222,0.111111111,0.222222222,0.111111111,0,0.111111111,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,4
ace_archist,16/12/2021 14:26,"If you can't keep a state from forming, what makes you think you can keep the state small?  If what you say is accurate, there is no ""replacement"" it is merely a restarting of a process.",you not keep state form make you think you keep state small you say accurate no replacement it merely restarting process,normal,-0.296,0,0,0,0.333333333,0,0.333333333,0.333333333,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
khekhumalo,16/12/2021 14:26,"@BongaMazibuko2 As the firstborn you have to break all chains, to level the grounds for those who're coming after you.",firstborn you break chain level ground come you,normal,0,0,0,0.125,0.375,0.125,0.25,0,0,0,0.125,2,0,0,0,0,0,0,0,0,0,0,0,0,1
chiquitaeme,16/12/2021 14:26,How much time shall pass until the songs we listened to together no longer also play out all the said I love yous,much time shall pass song we listen together no longer also play say i love yous,normal,0.6597,0,0,0.333333333,0,0,0.333333333,0,0,0,0.333333333,0,2,0,0,0,0,0,0,0,0,0,0,0,6
the_resistor,16/12/2021 14:26,@IngrahamAngle is making a Visible Effort to CLOSE her MOUTH.   (Which No Longer Closes). #PulledTooTight,make visible effort close her mouth no longer close,normal,-0.296,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
dustintl,16/12/2021 14:26,@hobbsposting @Maarblek Its one of the most beautifully shot films in decades. Youre on crack. Lmao,its one beautifully shot film decade you crack laugh,normal,0.8357,0.111111111,0.111111111,0,0,0.222222222,0.111111111,0.222222222,0.111111111,0,0.111111111,2,0,0,0,0,0,0,0,0,0,0,0,0,7
oopzallberryz,16/12/2021 14:26,"Im everyones spirit guide from The Bay , if you run into me good fortune is in store for you",i everyone spirit guide bay you run me good fortune store you,normal,0.5574,0,0,0.2,0.2,0.133333333,0.333333333,0,0,0,0.133333333,2,2,0,0,0,0,0,0,0,0,0,0,0,7
eleasespode,16/12/2021 14:26,@BNBHunterGame @KarenPr65989648 I'm excited to see the progress of the project these days??,i excited see progress project day,normal,0.6767,0,0,0.25,0.125,0.125,0.25,0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,3
sribasu,16/12/2021 14:26,@IndiaPostOffice Any update on this @IndiaPostOffice ? Why is the parcel still stuck at @kolkata_customs ?,update parcel still stick,normal,-0.3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
